,text
798,Great to see @NokiaMobileIn cheering on @kkriders as we move into the crucial stages of the league. https://t.co/XPitgIDplk
799,Calm &amp; collected win like Captain @Dineshkarthik himself &amp; my babies gaining in every match @realshubmangill @shivammavi23 &amp;Narine is Narine
800,Now only if we could have the brilliant outlook u have for life sir. Aapka Nazariya seekhna hai sir! https://t.co/OTiGl6jRcx
801,How much fun we all had doing this. Only @TheFarahKhan could have managed fun and success in such a huge dose.  https://t.co/wMH1hmybl8
802,Good team effort @KKRiders Happy to c @lynny50 come into runs. Well done @DineshKarthik to go with unchanged team.  Robbie &amp; Russel awesome
803,Thanx my man for a rapid fire happy shoot yet again. U make me look good!  https://t.co/WWzxPb2rrz
804,"Was good to meet @bharatrb at @Conares again, at the inauguration of the new 12"" Pipe Mill. Wish u and ur family th… https://t.co/woAbTwTxNZ"
805,Had so much fun meeting u all. Thanx to my friends @KalyanJewellers &amp; their family for making this possible. Till w… https://t.co/D4QgGYkSyl
806,Little tired with work but get all rejuvenated cos of your love. Thank u all... https://t.co/8md5FcZgya
807,"So glad to see the babies r settling in, Curran Mavi &amp; Gill. Dk Piyush Rana Kuldeep Robbie all showing the way to t… https://t.co/fCGfzHj7aw"
808,"What is far, is close and close sometimes,
Is farther than the Sun...that’s our film. Thanx  @aanandlrai &amp; his team… https://t.co/ofFr2Ky9UO"
809,Well done my KKR. After a long time a 200 score. Met Karthik’s mom &amp; Dhoni’s daughter. My day 2/3 rd successful. Thx CSK fans for the love.
810,Bahut acchha hai. Humare anthem se better hai cos KKR is your team &amp; u make it what it is. Love u and thanks. https://t.co/zcROYbYcnH
811,Always a pleasure to be in Delhi. Thank you.  https://t.co/Vh3v5GpM1b
812,Great to see our old friends @NokiamobileIN with @KKRiders again! https://t.co/uJ5zr7uioO
813,We started with 3 guys Keitan Harry &amp; Arjun with a dream to Make it in India a v/fx company that gets our cinema re… https://t.co/65DbPdifuU
814,My Fanboy moment. Inspiring to hear Mr.Nolan &amp; Ms.Tacita Dean talk of the virtues of celluloid as an artist’s mediu… https://t.co/FN0KoTmn9R
815,It’s #KKR time of the year...again. Korbo Lorbo Jeetbo. https://t.co/uSs52k0cNY
816,I am loving &amp; living making Zero the Film. Thx @aanandlrai &amp; the whole team for this. Only way to describe it is ‘… https://t.co/oGxOKpQ2bc
817,@rahuldholakia yes I remember. I have seen it 200 times since then. Ha ha.
818,"A poem I read on way to work...’ I don’t pay attention to the world ending,
it has ended for me
many times
And bega… https://t.co/WPU0R6rI0S"
819,A lovely holiday climaxed with the new Speed Skiing champion of the world by my side. https://t.co/8pjbEH4qd4
820,"@gaurikhan here’s the rest of it...My lil holiday with the lil big skier...in the bed, in the lift, in the Alps...W… https://t.co/HqwBRYNH9u"
821,So happy for you @juniorbachchan All ur passion perseverance &amp; pyaar pays off for ur team. Congratulations &amp; to many more.
822,"Cos she doesn’t eat ice cream in real, Cos she has worked so hard &amp; cos this reminds me of Darr...on @aanandlrai… https://t.co/8k2CBLaU7f"
823,"‘Remember to look up at the stars and not down at your feet. Try to make sense of what you see, and wonder about wh… https://t.co/M8Q7wdhM0t"
824,My media manager strikes again!! #KatrinaKaif extremely disturbed with my last dark selfie took it upon herself to… https://t.co/w76YkVM4zD
825,"I took this pic in colour on the way to @aanandlrai #Zero shoot. It’s taken so long in traffic, the colours have fa… https://t.co/K93TgS5nF5"
826,As we stand poised for a new season of KKR we welcome @DineshKarthik as our Captain. Like our Captains over the yrs… https://t.co/5CTChmk9xZ
827,When the company is sooo scintillating &amp; exciting that u can’t keep ur eyes open! Serves them right for calling me… https://t.co/O23lbRuOrT
828,Was watching one of my favourite stand up..@chrisrock and he in his own inimitable style reminded me wot life shoul… https://t.co/qbMvmGuFsa
829,How can one not just feel love &amp; beauty &amp; be grateful for a life that became a part of yours in some small way by m… https://t.co/soeZ4v8mMD
830,This truly was business... with pleasure... at the #ETGBS... thank you @economictimes @vineetjaintimes and Deepak L… https://t.co/fqTFhN9xoI
831,You are cooler than the ‘King’ my man. Great to meet you. https://t.co/qheyrOrL5G
832,"Public declaration of love for a ‘lady’ who has come to my country, India. U Simulate me, every bit and byte of u,… https://t.co/k3lHy3WK2h"
833,Always good to receive gifts that are as beautiful as these... thank u to all the kind hearted children at… https://t.co/zDTXqWgi7y
834,Wish this was a post work out pic. But it’s only a post clean up of the gym picture. Came across a Bullworker! in t… https://t.co/QV8i0B8QsM
835,A small effort in that direction. The ladies were so affectionate and warm that evening.  https://t.co/ItK2DdF6e2
836,Hand made love from beautiful women. Millions of rural artisans with unique skills; this is them celebrating their… https://t.co/J8A61EHjW3
837,"This didn’t go as planned...but on a lazy Sunday afternoon, with my limited floatation expertise..this is the best… https://t.co/chiO97hGhi"
838,Thank u. Always fun to do an interview with u. U r such a decent man. May ur tribe flourish. Bless u.  https://t.co/KhATRpw2Bb
839,Build good associations around yourself and ride on...20 yrs with @HyundaiIndia &amp; learnt that whether it’s a vehicl… https://t.co/X5hXcUEo27
840,Would love to my friend. But working in Delhi. Have a great show and share some love with Pune.They r with wonderful https://t.co/ho93fbXM95
841,Man &amp; Machine ...for they shall inherit the Earth..?? https://t.co/R6cvt7V1UD
842,...for they shall inherit the Earth..??? https://t.co/62tKuko27V
843,Wow. What a proud moment for young India. Well done lil ones…May u keep conquering the world. And keep playing FIFA… https://t.co/X2IBEmaWrM
844,"So sorry didn’t realise it was u, cos now u r Khilji for me. Bahut acchhi picture hai bhai..I saw it and loved it. https://t.co/9coSNSAmNq"
845,Sir I listen to whatever my babies listen to. Ranges from Twinkle twinkle to Rap which I can’t make head or tail of. https://t.co/JNvbKeAgoz
846,U need to go easy on the Samosa and cake my friend that’s why I ended the chat so soon. Ha ha https://t.co/SD8e3tV59N
847,Need to get back to work now. Baby also back. Thank u for ur time. Till next time now…#AskSRK
848,Pyaar mein conditions nahi hoti https://t.co/ZIOdv9ZI0C
849,Yes absolutely in my blue India jersey https://t.co/pYt18laQZp
850,Only the good die young..RIP https://t.co/fwT2otKW4s
851,Will miss him.  https://t.co/cAbW58egDV
852,Kabool hai keh dena Dulhe ko please https://t.co/5JbYmKPzRK
853,Looks r not important. Look at me!! https://t.co/AdipgzMZB3
854,Oh that’s scary. Please be careful and don’t do such dangerous things. Please https://t.co/qGQHu1scjO
855,He is extremely sweet. Made me a huge hit with my kids by doing a pic with me.  https://t.co/t83VP5y03a
856,I have seen all their matches and I wish them the best https://t.co/gc7GDtaB8s
857,Random thoughts lose space in a calculated zone.  https://t.co/6QEXNHqVhx
858,Thank u https://t.co/SWILyqW3En
859,Our philosophy at KKR is nurture &amp; believe in youngsters. I feel we will come good.  https://t.co/9FyjiilJfu
860,Very little otherwise would have shared it with you!! https://t.co/y3cciYybjz
861,Nooo please don’t. Do a bit of exercise. Read a book. Don’t think too much about yourself. Life is good https://t.co/RqFFTAksuG
862,She was so beautifully strong and gentle.  https://t.co/NI0hTycYzV
863,Both joined to my body… https://t.co/XwPLuUR3Dz
864,Most fun till yet… https://t.co/vykyruIhpi
865,Wow! Thank u. Will tell Hyundai to copy the design!!! https://t.co/xpR5492Tyv
866,Will tell the team to get in touch with u https://t.co/lb1eWYqo3v
867,So sorry. But life has a way to heal itself. Trust yourself more and don’t forget to pray  https://t.co/D1ImprpljI
868,Ha ha. Abhi toh main jawaan hoon. Bahut zindagi baaki hai. https://t.co/dismQj11BQ
869,More responsible to do the most I can https://t.co/u74rLmj6p0
870,All the best https://t.co/7cxBfi18HU
871,Two words..Aur Paas… https://t.co/LW75vAlkYN
872,Very very good https://t.co/fN3NDkgGBS
873,May God bless her with health.  https://t.co/0NcJAzo6yy
874,Yeh ho jaaye pehle. Then will decide. https://t.co/LXcjYMQQoH
875,Ice ice baby! Did an amazing dance with the lil one on that. My Fred Astaire moment. https://t.co/bKpKYjbMKT
876,One of those rare days when I am free at home &amp; family is working!!! Should we all come aboard for a bit and do #AskSRK LETS GO
877,Best memories begin with insane ideas...Girls taking me along for a ride called #Zero @aanandlrai #Katrina… https://t.co/S9K7ff9ZnT
878,Very sweet thank u https://t.co/1qBcIy59z0
879,Last episode Ted Talks india. Hope the ideas discussed give u all some ideas. Thanx Star Plus Team @julietrblake &amp; all who put it together
880,Goodbye Davos. Thanks Prof. &amp; Mrs. Schwab for the Crystal award. To all  wonderful people  at Davos for being so gr… https://t.co/FU27cxnDsq
881,You are the loveliest. Thank u for such a happy day.  https://t.co/84ZKkbf3Dj
882,"RT @TaniaBryer: With the legendary @iamsrk today @wef interviewing him about his films, family and philanthropic work #equality #CrystalAwa…"
883,"Switzerland main aake yeh na kiya toh kya kiya...?! Loving being at the Davos, now to get ready for the Crystal Awa… https://t.co/gOI5Aj50K0"
884,"Honoured to receive the @wef’s 24th Crystal Award, together with @eltonofficial and Cate Blanchett. My fan moment!!… https://t.co/rZGBcOryqy"
885,Bhai Sahib kaafi thand hai!!! Hope to find some love &amp; friendship to keep me warm here. Thank u @wef for the honour… https://t.co/bXao7YTd1X
886,"Does happiness have an address? Pursuit of happiness on #TEDTalksIndiaNayiSoch, Tonight at 7pm @StarPlus @TEDTalks https://t.co/BsJAGIMwGm"
887,"This one was special. It was a complete disaster and completely written off. Our failure made us, Aziz @iam_juhi &amp; me stronger. Love PBDHH"
888,Traffic maketh you a photo editor...besides late for work... https://t.co/xlvHKY93Xf
889,Celebrated Makar Sankranti the festival of harvesting &amp; happiness for our farmers around the country by flying a ki… https://t.co/aBzglrze2y
890,"Learning should never stop in the school of life! 
#WonderOfLearning on #TEDTalksIndiaNayiSoch Tonight at 7pm on… https://t.co/924EI5xnN1"
891,"Come Live your Dreams in Dubai #BeMyGuest @visitdubai 

https://t.co/JCN5chpYWu https://t.co/qLQieLGKGM"
892,Peace and happiness to all of you this Lohri... #HappyLohri https://t.co/BaBGCtLiR8
893,"Come make new memories in Dubai. #BeMyGuest @visitdubai 
https://t.co/JCN5chpYWu https://t.co/lo1EU3Scii"
894,"Come experience Dubai - a place filled with memorable moments. #BeMyGuest @visitdubai 

https://t.co/JCN5chpYWu https://t.co/DMdqfpXKBm"
895,Thank u for this honour. I consider my work with these heroic &amp; beautiful women a great privilege as it imparts dig… https://t.co/ylIA8WhfnB
896,It's their first journey together in Dubai. Stay tuned for what happens next. #BeMyGuest @visitdubai… https://t.co/21e4sHStXh
897,"#Mukkabaaz + Baazigar = Mukkabaazigar... all the best team for Mukkabaazi... 
@aanandlrai @cypplOfficial… https://t.co/vP8t1SwtzK"
898,"A little boy makes it to a big game in Dubai. Will he score the winning goal? Coming soon #BeMyGuest.

@visitdubai… https://t.co/w6v8iwpXwu"
899,Thanks. Is it appropriate that this is lil AbRam’s fav song…ha ha.  https://t.co/og8Y4sG5rY
900,Holidays as they say should really be given a speeding ticket...hate dropping my kids to the airport....when holida… https://t.co/OD20kJ3V1u
901,There would be no progress without equal power to all. #PowerToWomen on #TEDTalksIndiaNayiSoch Tonight at 7pm on… https://t.co/uZRQ9uri91
902,आज रविवार को पहले ख़ुमार आ रहा था। फिर बच्चों पे प्यार बेशुमार आ रहा था। अब कुछ देर से बहुत तेज़ विचार आ रहा है। च… https://t.co/pgqRF3Sd1v
903,ऐ काश के हम होश में अब आने ना पायें...बस ऐसे ही रेडीओ पे बज रहा था तो अपनी याद आ गयी। ज़िंदगी ऐसे ही मदहोश रहे.... https://t.co/sVjVwLZKQJ
904,"For the love of gold... within you.
#AndarKaSona with #TEDTalksIndiaNayiSoch @StarPlus @TEDTalks https://t.co/YiSOJpNEaI"
905,बहुत बहुत धन्यवाद। आपकी किताब मिली और पढ़कर बहुत अच्छा लगा।  सोशल मीडिया पर आपने साबित कर दिया की हर जगह पर अच्छी… https://t.co/cEUBEaTOVK
906,"Thank u all for making Zero feel like a Hero. Sometimes our importance in life is not who we are, but what we make… https://t.co/KsKvtRN8eC"
907,"शुक्रिया आप सबका कि ज़ीरो को हीरो बना दिया। आदमी का वजूद अकेले चाहे कुछ ना हो, परन्तु दूसरों के साथ लगकर उनका मान औ… https://t.co/YNDTLzb9vp"
908,नए साल की सबको शुभ कामनाएँ। सब रहो ख़ुश और आबाद और ३२ मिल्यन के लिए बहुत बहुत धन्यवाद।वाह हिंदी में लिखा तो कुछ कवि सा हो गया!! #२ज़ीरो १८
909,"इतना सारा प्यार!!! #2ZERO18 की शुरुआत बढ़िया हुई...
3.2 करोड़ लोगो के प्यार के लिए शुक्रिया।

Thank u to the 32 mil… https://t.co/61DMSirYTi"
910,Incomplete without u my friend. U make us want to act well with ur ease &amp; understanding of characters. https://t.co/YdUGTRafTZ
911,"RT @Mdzeeshanayyub: And here is the title of our next from our best
 @iamsrk @aanandlrai @AnushkaSharma #katrinakaif #himanshusharma
  #ZER…"
